"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
50,2,1,26,30200,2,1,3,0,5260,-4,-4,-4,-4,-4,-4,-4,-4,27,29750,2,1,3,1,5260,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,2,1,3,1,5260,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,28000,2,1,3,3,2340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
51,1,1,29,65000,2,0,3,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,30,64000,2,1,3,7,3920,-4,-4,-4,-4,-4,-4,-4,-4,31,133000,2,1,3,3,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,35000,1,0,3,0,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
52,1,1,25,46000,7,1,3,6,4530,-4,-4,-4,-4,-4,-4,-4,-4,26,74637,7,1,3,4,4530,-4,-4,-4,-4,-4,-4,-4,-4,27,55000,3,1,3,4,5410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,82000,5,3,2,4,5410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2012,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
53,2,1,25,87500,5,1,3,4,3920,-4,-4,-4,-4,-4,-4,-4,-4,26,80000,4,1,3,28,3920,-4,-4,-4,-4,-4,-4,-4,-4,27,86000,4,1,3,7,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,31000,1,0,3,3,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
54,2,1,24,8000,3,2,3,1,2340,-4,-4,-4,-4,-4,-4,-4,-4,25,-3,3,2,3,3,3650,2340,-4,-4,-4,-4,-4,-4,-4,26,-3,5,3,3,13,3650,9640,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,38000,5,4,3,5,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2009,2012,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
55,2,2,28,61000,2,0,2,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,29,72000,2,0,2,0,3920,-4,-4,-4,-4,-4,-4,-4,-4,30,69756,2,0,2,2,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,34,55000,3,1,2,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
56,2,4,27,123301,2,0,3,2,3230,3230,3230,-4,-4,-4,-4,-4,-4,28,120300,2,0,3,0,3230,3230,-4,-4,-4,-4,-4,-4,-4,29,122450,3,1,3,5,3230,3230,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,329331,6,2,3,7,3230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2013,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
57,1,1,26,55000,5,2,3,3,3920,-4,-4,-4,-4,-4,-4,-4,-4,27,52000,5,1,3,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,28,25000,5,1,3,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,10000,5,0,3,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
58,1,1,25,53000,4,1,3,2,3800,-4,-4,-4,-4,-4,-4,-4,-4,26,87000,1,0,3,6,3800,-4,-4,-4,-4,-4,-4,-4,-4,28,70000,1,0,3,2,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,65000,1,0,2,0,3850,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
59,2,1,28,-3,3,0,3,1,940,430,-4,-4,-4,-4,-4,-4,-4,29,-3,3,0,3,0,4950,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,3,0,3,3,4540,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,21014,1,0,3,7,4610,710,4030,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
60,1,4,25,108750,10,3,2,3,3920,-4,-4,-4,-4,-4,-4,-4,-4,27,4000,1,0,2,12,5510,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,7,0,3,5,5700,5510,-4,-4,-4,-4,-4,-4,-4,-4,-5,31,-3,1,0,3,1,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
61,2,1,26,-3,7,2,3,3,5240,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,5,1,3,3,5240,-4,-4,-4,-4,-4,-4,-4,-4,28,30005,2,1,3,1,5240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,21966,2,1,2,1,4610,3650,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
62,1,1,29,70000,2,0,4,20,2630,-4,-4,-4,-4,-4,-4,-4,-4,30,62000,2,0,2,3,2630,4700,-4,-4,-4,-4,-4,-4,-4,31,66000,2,0,2,7,2630,2630,4700,-4,-4,-4,-4,-4,-4,-4,-4,35,70000,3,1,2,10,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
63,2,1,24,15250,4,2,4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,195500,5,2,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,6,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,35000,6,4,3,12,5520,5550,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2009,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
64,1,1,29,32000,3,0,3,0,3920,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2002,2004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
65,1,1,25,-3,4,0,2,3,3600,-4,-4,-4,-4,-4,-4,-4,-4,26,55000,4,0,2,2,3600,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,4,0,2,7,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
66,1,1,28,93000,4,0,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
67,1,1,28,-3,3,0,3,-2,3620,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,3,0,3,3,3620,-4,-4,-4,-4,-4,-4,-4,-4,31,0,3,0,3,3,2300,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,329331,1,0,3,5,2300,2200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
68,1,1,28,28690,1,0,3,3,4760,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,1,0,3,0,9990,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,0,1,0,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
69,2,1,28,113000,2,0,2,14,2010,-4,-4,-4,-4,-4,-4,-4,-4,29,117000,1,0,2,8,2010,-4,-4,-4,-4,-4,-4,-4,-4,30,124000,1,0,2,7,2010,2010,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2019,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
70,1,1,27,-3,1,0,3,-2,2630,620,-4,-4,-4,-4,-4,-4,-4,28,75000,1,0,3,-2,2630,620,-4,-4,-4,-4,-4,-4,-4,29,50000,1,0,3,10,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-3,3,1,2,1,2630,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
71,1,1,29,33000,2,0,3,5,5860,-4,-4,-4,-4,-4,-4,-4,-4,30,68000,2,0,3,5,5860,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,1,0,3,5,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,35,35000,1,0,3,0,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
72,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,34,-3,1,0,3,3,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
73,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
74,1,4,26,-3,2,0,3,6,2150,-4,-4,-4,-4,-4,-4,-4,-4,27,8750,2,0,3,4,2140,2150,2150,-4,-4,-4,-4,-4,-4,28,5250,2,0,3,5,2140,2150,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,101750,1,0,3,1,2100,2150,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
75,1,4,27,30015,6,2,3,0,5610,-4,-4,-4,-4,-4,-4,-4,-4,28,73500,6,2,3,0,5610,-4,-4,-4,-4,-4,-4,-4,-4,29,53500,6,2,3,5,5610,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,65000,7,2,3,0,5260,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
76,1,4,27,104400,6,2,3,5,3850,-4,-4,-4,-4,-4,-4,-4,-4,28,160050,6,2,3,10,3850,-4,-4,-4,-4,-4,-4,-4,-4,29,149100,6,2,3,7,3850,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,34,108000,2,0,3,0,3850,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2019,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
77,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
78,2,4,28,17750,2,1,3,7,5700,-4,-4,-4,-4,-4,-4,-4,-4,29,19000,2,1,3,3,5700,-4,-4,-4,-4,-4,-4,-4,-4,30,5735,2,1,3,6,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,15000,2,1,3,6,5600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
79,1,2,25,-3,4,1,3,20,5610,-4,-4,-4,-4,-4,-4,-4,-4,26,5000,3,1,2,2,8300,4000,-4,-4,-4,-4,-4,-4,-4,27,-3,3,1,3,1,8300,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,35000,4,2,3,1,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2013,2018,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
80,1,1,28,0,5,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,6250,3,0,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,8750,2,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,0,1,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
81,2,1,25,7500,3,0,3,7,2000,-4,-4,-4,-4,-4,-4,-4,-4,26,2500,3,0,3,7,4600,2000,-4,-4,-4,-4,-4,-4,-4,27,5000,3,0,3,7,4600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,0,3,0,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
82,1,2,25,60500,1,0,3,0,5620,-4,-4,-4,-4,-4,-4,-4,-4,26,0,1,0,3,4,7340,-4,-4,-4,-4,-4,-4,-4,-4,27,30000,2,0,3,1,7340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,40000,3,1,3,-2,7020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
83,1,2,27,17500,2,0,3,7,230,-4,-4,-4,-4,-4,-4,-4,-4,29,20000,2,0,3,5,230,-4,-4,-4,-4,-4,-4,-4,-4,29,28000,2,0,3,0,230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,0,2,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
84,2,2,25,75000,2,0,3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,1,0,3,5,-3,-4,-4,-4,-4,-4,-4,-4,-4,27,38000,2,1,3,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,37500,2,1,3,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
85,1,4,25,56000,4,2,2,5,9620,6260,-4,-4,-4,-4,-4,-4,-4,26,46000,5,2,2,12,6210,9620,-4,-4,-4,-4,-4,-4,-4,27,156000,5,2,2,50,6210,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,61000,4,2,2,0,4220,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
86,2,4,28,70000,4,2,3,0,710,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,4,2,3,0,710,-4,-4,-4,-4,-4,-4,-4,-4,30,77000,4,2,3,1,710,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-3,4,2,3,0,430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
87,1,2,25,-3,3,0,3,0,6230,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
88,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,116000,3,0,3,2,6220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
89,1,4,27,70750,2,0,3,0,2320,-4,-4,-4,-4,-4,-4,-4,-4,28,84750,2,0,3,0,2320,-4,-4,-4,-4,-4,-4,-4,-4,29,84060,2,0,3,0,2320,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,155200,2,0,3,0,2320,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2016,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
90,1,2,27,25250,4,0,3,7,3410,-4,-4,-4,-4,-4,-4,-4,-4,28,28250,4,0,3,7,3410,-4,-4,-4,-4,-4,-4,-4,-4,29,26265,4,0,3,1,3410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,18000,4,0,3,7,3410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
91,2,2,27,109100,4,0,3,0,1040,-4,-4,-4,-4,-4,-4,-4,-4,28,103250,4,0,3,4,1100,-4,-4,-4,-4,-4,-4,-4,-4,29,97000,4,0,3,1,1110,1100,-4,-4,-4,-4,-4,-4,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
92,1,4,26,-3,4,0,3,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,75000,4,0,3,2,2440,-4,-4,-4,-4,-4,-4,-4,-4,28,78750,3,0,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-3,4,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
93,1,2,26,81057,2,0,2,4,8960,-4,-4,-4,-4,-4,-4,-4,-4,27,34343,3,0,2,10,8960,-4,-4,-4,-4,-4,-4,-4,-4,28,75600,3,0,2,3,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,32,51300,4,0,3,1,8960,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
94,2,1,29,45000,2,0,3,7,5000,2340,2740,-4,-4,-4,-4,-4,-4,30,118750,3,1,3,2,5000,2740,2340,-4,-4,-4,-4,-4,-4,31,105250,3,1,3,6,5000,2740,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,76500,4,2,2,0,5000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2010,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
95,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
96,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
97,1,2,29,58000,4,0,3,7,5120,-4,-4,-4,-4,-4,-4,-4,-4,30,139500,4,0,3,1,5120,-4,-4,-4,-4,-4,-4,-4,-4,31,127000,4,0,3,2,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,70000,4,1,3,1,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
98,1,4,29,-3,1,0,3,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,1,0,3,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,32,-3,1,0,3,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
99,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
100,2,1,28,1750,3,1,2,2,5120,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,3,1,2,2,5120,4530,5120,-4,-4,-4,-4,-4,-4,30,-3,3,1,2,1,4530,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,42000,5,2,3,7,5240,5240,5300,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
101,2,1,28,-3,4,2,3,5,4510,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,5,3,3,3,5620,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,5,3,3,12,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,15000,5,3,3,7,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
102,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,40250,1,0,3,3,4760,2860,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
103,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
104,2,4,28,-3,2,0,3,0,120,-4,-4,-4,-4,-4,-4,-4,-4,29,120000,5,0,3,1,5010,120,-4,-4,-4,-4,-4,-4,-4,30,316618,2,0,3,2,4710,5010,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,148000,2,0,3,0,130,5140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
